DTSTART,DTEND,LOCATION,SUMMARY,DOZENT
2025-05-13T13:00:00+00:00,2025-05-13T13:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-05-20T13:00:00+00:00,2025-05-20T13:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-05-27T13:00:00+00:00,2025-05-27T13:45:00+00:00,Y11-F-42 Seminarraum,Computational Thinking II,Robert Feldmann
2025-02-17T12:00:00+00:00,2025-02-17T12:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-02-24T12:00:00+00:00,2025-02-24T12:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-03-03T12:00:00+00:00,2025-03-03T12:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-03-10T12:00:00+00:00,2025-03-10T12:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-03-17T12:00:00+00:00,2025-03-17T12:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-03-24T12:00:00+00:00,2025-03-24T12:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-03-31T11:00:00+00:00,2025-03-31T11:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-04-07T11:00:00+00:00,2025-04-07T11:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-04-14T11:00:00+00:00,2025-04-14T11:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-05-05T11:00:00+00:00,2025-05-05T11:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-05-12T11:00:00+00:00,2025-05-12T11:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-05-19T11:00:00+00:00,2025-05-19T11:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-05-26T11:00:00+00:00,2025-05-26T11:45:00+00:00,Y36-J-33 (Seminarraum),Einsatz der Computersimulation in den Naturwissenschaften II,Joachim Gerhard Stadel
2025-02-19T12:00:00+00:00,2025-02-19T13:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-02-26T12:00:00+00:00,2025-02-26T13:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-03-05T12:00:00+00:00,2025-03-05T13:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-03-12T12:00:00+00:00,2025-03-12T13:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-03-19T12:00:00+00:00,2025-03-19T13:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-03-26T12:00:00+00:00,2025-03-26T13:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-04-02T11:00:00+00:00,2025-04-02T12:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-04-09T11:00:00+00:00,2025-04-09T12:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-04-16T11:00:00+00:00,2025-04-16T12:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-04-30T11:00:00+00:00,2025-04-30T12:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-05-07T11:00:00+00:00,2025-05-07T12:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-05-14T11:00:00+00:00,2025-05-14T12:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-05-21T11:00:00+00:00,2025-05-21T12:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-05-28T11:00:00+00:00,2025-05-28T12:45:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Advanced High-Performance Computing,James Douglas Potter
2025-02-21T12:00:00+00:00,2025-02-21T14:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-02-28T12:00:00+00:00,2025-02-28T14:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-03-07T12:00:00+00:00,2025-03-07T14:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-03-14T12:00:00+00:00,2025-03-14T14:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-03-21T12:00:00+00:00,2025-03-21T14:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-03-28T12:00:00+00:00,2025-03-28T14:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-04-04T11:00:00+00:00,2025-04-04T13:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-04-11T11:00:00+00:00,2025-04-11T13:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-05-02T11:00:00+00:00,2025-05-02T13:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-05-09T11:00:00+00:00,2025-05-09T13:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-05-16T11:00:00+00:00,2025-05-16T13:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-05-23T11:00:00+00:00,2025-05-23T13:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-05-30T11:00:00+00:00,2025-05-30T13:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Exercises Advanced High-Performance Computing,James Douglas Potter
2025-02-20T11:15:00+00:00,2025-02-20T13:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-02-27T11:15:00+00:00,2025-02-27T13:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-03-06T11:15:00+00:00,2025-03-06T13:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-03-13T11:15:00+00:00,2025-03-13T13:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-03-20T11:15:00+00:00,2025-03-20T13:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-03-27T11:15:00+00:00,2025-03-27T13:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-04-03T10:15:00+00:00,2025-04-03T12:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-04-10T10:15:00+00:00,2025-04-10T12:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-04-17T10:15:00+00:00,2025-04-17T12:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-05-08T10:15:00+00:00,2025-05-08T12:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-05-15T10:15:00+00:00,2025-05-15T12:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-05-22T10:15:00+00:00,2025-05-22T12:00:00+00:00,Y36-K-08,Physical Cosmology,Jaiyul Yoo
2025-02-19T09:15:00+00:00,2025-02-19T10:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-02-26T09:15:00+00:00,2025-02-26T10:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-03-05T09:15:00+00:00,2025-03-05T10:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-03-12T09:15:00+00:00,2025-03-12T10:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-03-19T09:15:00+00:00,2025-03-19T10:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-03-26T09:15:00+00:00,2025-03-26T10:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-04-02T08:15:00+00:00,2025-04-02T09:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-04-09T08:15:00+00:00,2025-04-09T09:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-04-16T08:15:00+00:00,2025-04-16T09:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-04-30T08:15:00+00:00,2025-04-30T09:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-05-07T08:15:00+00:00,2025-05-07T09:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-05-14T08:15:00+00:00,2025-05-14T09:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-05-21T08:15:00+00:00,2025-05-21T09:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-05-28T08:15:00+00:00,2025-05-28T09:45:00+00:00,Y13-L-11/13,Physical Cosmology,Jaiyul Yoo
2025-02-21T12:00:00+00:00,2025-02-21T14:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-02-28T12:00:00+00:00,2025-02-28T14:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-03-07T12:00:00+00:00,2025-03-07T14:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-03-14T12:00:00+00:00,2025-03-14T14:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-03-21T12:00:00+00:00,2025-03-21T14:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-03-28T12:00:00+00:00,2025-03-28T14:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-04-04T11:00:00+00:00,2025-04-04T13:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-04-11T11:00:00+00:00,2025-04-11T13:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-05-02T11:00:00+00:00,2025-05-02T13:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-05-09T11:00:00+00:00,2025-05-09T13:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-05-16T11:00:00+00:00,2025-05-16T13:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-05-23T11:00:00+00:00,2025-05-23T13:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-05-30T11:00:00+00:00,2025-05-30T13:00:00+00:00,Y36-K-08,Exercises Physical Cosmology,Jaiyul Yoo
2025-02-20T13:00:00+00:00,2025-02-20T14:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-02-27T13:00:00+00:00,2025-02-27T14:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-03-06T13:00:00+00:00,2025-03-06T14:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-03-13T13:00:00+00:00,2025-03-13T14:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-03-20T13:00:00+00:00,2025-03-20T14:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-03-27T13:00:00+00:00,2025-03-27T14:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-04-03T12:00:00+00:00,2025-04-03T13:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-04-10T12:00:00+00:00,2025-04-10T13:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-04-17T12:00:00+00:00,2025-04-17T13:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-05-08T12:00:00+00:00,2025-05-08T13:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-05-15T12:00:00+00:00,2025-05-15T13:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-05-22T12:00:00+00:00,2025-05-22T13:00:00+00:00,Y13-L-11/13,Astrophysical thinking FS,Prasenjit Saha
2025-02-20T12:00:00+00:00,2025-02-20T14:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-02-27T12:00:00+00:00,2025-02-27T14:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-03-06T12:00:00+00:00,2025-03-06T14:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-03-13T12:00:00+00:00,2025-03-13T14:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-03-20T12:00:00+00:00,2025-03-20T14:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-03-27T12:00:00+00:00,2025-03-27T14:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-04-03T11:00:00+00:00,2025-04-03T13:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-04-10T11:00:00+00:00,2025-04-10T13:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-04-17T11:00:00+00:00,2025-04-17T13:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-05-08T11:00:00+00:00,2025-05-08T13:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-05-15T11:00:00+00:00,2025-05-15T13:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-05-22T11:00:00+00:00,2025-05-22T13:00:00+00:00,Y03-G-91 Y03-G-91,Exercises Introduction to Data Science,Robert Feldmann
2025-06-06T07:30:00+00:00,2025-06-06T10:00:00+00:00,Y15-G-20,Introduction to Data Science,Robert Feldmann
2025-02-18T12:00:00+00:00,2025-02-18T13:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-02-25T12:00:00+00:00,2025-02-25T13:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-03-04T12:00:00+00:00,2025-03-04T13:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-03-11T12:00:00+00:00,2025-03-11T13:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-03-18T12:00:00+00:00,2025-03-18T13:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-03-25T12:00:00+00:00,2025-03-25T13:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-04-01T11:00:00+00:00,2025-04-01T12:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-04-08T11:00:00+00:00,2025-04-08T12:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-04-15T11:00:00+00:00,2025-04-15T12:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-04-29T11:00:00+00:00,2025-04-29T12:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-05-06T11:00:00+00:00,2025-05-06T12:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-05-13T11:00:00+00:00,2025-05-13T12:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-05-20T11:00:00+00:00,2025-05-20T12:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-05-27T11:00:00+00:00,2025-05-27T12:45:00+00:00,Y16-G-05 (Hörsaal mit Exp.bühne),Introduction to Data Science,Robert Feldmann
2025-02-19T11:00:00+00:00,2025-02-19T12:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-02-26T11:00:00+00:00,2025-02-26T12:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-03-05T11:00:00+00:00,2025-03-05T12:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-03-12T11:00:00+00:00,2025-03-12T12:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-03-19T11:00:00+00:00,2025-03-19T12:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-03-26T11:00:00+00:00,2025-03-26T12:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-04-02T10:00:00+00:00,2025-04-02T11:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-04-09T10:00:00+00:00,2025-04-09T11:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-04-16T10:00:00+00:00,2025-04-16T11:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-04-30T10:00:00+00:00,2025-04-30T11:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-05-07T10:00:00+00:00,2025-05-07T11:00:00+00:00,Y11-F-42 Seminarraum,Current research in galaxy evolution,Robert Feldmann
2025-02-17T09:15:00+00:00,2025-02-17T11:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-02-24T09:15:00+00:00,2025-02-24T11:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-03-03T09:15:00+00:00,2025-03-03T11:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-03-10T09:15:00+00:00,2025-03-10T11:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-03-17T09:15:00+00:00,2025-03-17T11:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-03-24T09:15:00+00:00,2025-03-24T11:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-03-31T08:15:00+00:00,2025-03-31T10:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-04-07T08:15:00+00:00,2025-04-07T10:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-04-14T08:15:00+00:00,2025-04-14T10:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-04-28T08:15:00+00:00,2025-04-28T10:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-05-05T08:15:00+00:00,2025-05-05T10:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-05-12T08:15:00+00:00,2025-05-12T10:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-05-19T08:15:00+00:00,2025-05-19T10:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-05-26T08:15:00+00:00,2025-05-26T10:00:00+00:00,Y22-F-62/68,Introduction to Astronomy,Aurel Johannes Schneider
2025-06-02T08:00:00+00:00,2025-06-02T10:15:00+00:00,Y15-G-60,Introduction to Astronomy,Aurel Johannes Schneider
2025-02-18T12:00:00+00:00,2025-02-18T12:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-02-25T12:00:00+00:00,2025-02-25T12:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-03-04T12:00:00+00:00,2025-03-04T12:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-03-11T12:00:00+00:00,2025-03-11T12:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-03-18T12:00:00+00:00,2025-03-18T12:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-03-25T12:00:00+00:00,2025-03-25T12:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-04-01T11:00:00+00:00,2025-04-01T11:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-04-08T11:00:00+00:00,2025-04-08T11:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-04-15T11:00:00+00:00,2025-04-15T11:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-04-29T11:00:00+00:00,2025-04-29T11:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-05-06T11:00:00+00:00,2025-05-06T11:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-05-13T11:00:00+00:00,2025-05-13T11:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-05-20T11:00:00+00:00,2025-05-20T11:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2025-05-27T11:00:00+00:00,2025-05-27T11:45:00+00:00,Y03-G-85,Exercises Introduction to Astronomy,
2024-09-17T10:15:00+00:00,2024-09-17T11:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-09-24T10:15:00+00:00,2024-09-24T11:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-10-01T10:15:00+00:00,2024-10-01T11:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-10-08T10:15:00+00:00,2024-10-08T11:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-10-15T10:15:00+00:00,2024-10-15T11:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-10-22T10:15:00+00:00,2024-10-22T11:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-10-29T11:15:00+00:00,2024-10-29T12:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-11-05T11:15:00+00:00,2024-11-05T12:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-11-12T11:15:00+00:00,2024-11-12T12:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-11-19T11:15:00+00:00,2024-11-19T12:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-11-26T11:15:00+00:00,2024-11-26T12:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-12-03T11:15:00+00:00,2024-12-03T12:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-12-10T11:15:00+00:00,2024-12-10T12:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-12-17T11:15:00+00:00,2024-12-17T12:45:00+00:00,Y23-G-04,Computational Astrophysics,Lucio Massimiliano Mayer
2024-09-18T08:15:00+00:00,2024-09-18T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-09-25T08:15:00+00:00,2024-09-25T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-10-02T08:15:00+00:00,2024-10-02T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-10-09T08:15:00+00:00,2024-10-09T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-10-16T08:15:00+00:00,2024-10-16T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-10-23T08:15:00+00:00,2024-10-23T10:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-10-30T09:15:00+00:00,2024-10-30T11:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-11-06T09:15:00+00:00,2024-11-06T11:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-11-13T09:15:00+00:00,2024-11-13T11:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-11-20T09:15:00+00:00,2024-11-20T11:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-11-27T09:15:00+00:00,2024-11-27T11:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-12-04T09:15:00+00:00,2024-12-04T11:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-12-11T09:15:00+00:00,2024-12-11T11:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-12-18T09:15:00+00:00,2024-12-18T11:00:00+00:00,Y27-H-35/36 (Seminar- / Sitzungsraum),Proseminar Astrophysics,Ravit Helled
2024-09-17T08:15:00+00:00,2024-09-17T10:00:00+00:00,Y21-F-70,Planet Formation,Ravit Helled
2024-09-24T08:15:00+00:00,2024-09-24T10:00:00+00:00,Y21-F-70,Planet Formation,Ravit Helled
2024-10-01T08:15:00+00:00,2024-10-01T10:00:00+00:00,Y21-F-70,Planet Formation,Ravit Helled
2024-10-08T08:15:00+00:00,2024-10-08T10:00:00+00:00,Y21-F-70,Planet Formation,Ravit Helled
2024-10-15T08:15:00+00:00,2024-10-15T10:00:00+00:00,Y21-F-70,Planet Formation,Ravit Helled
2024-10-22T08:15:00+00:00,2024-10-22T10:00:00+00:00,Y21-F-70,Planet Formation,Ravit Helled
